fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.572327,0.3291139,0.33,0.083871,0.1145663,0.125,0.1038062,0.9941317,0.80798,0.3,0.6241611,0.625
0.8050314,0.5316456,0.63,0.1548387,0.1440262,0.1805556,0.1211073,0.9960247,0.7730673,0.3,0.6979866,0.75
0.6603774,0.1518987,0.47,0.1354839,0.1080196,0.0833333,0.083045,0.9941317,0.7855362,0.45,0.738255,0.875
0.490566,0.3481013,0.35,0.1419355,0.1211129,0.2916667,0.2283737,0.9937331,0.8104738,0.28,0.6174497,0.625
0.7484277,0.2341772,0.69,0.1483871,0.1276596,0.1666667,0.083045,0.992139,0.7481297,0.325,0.8590604,0.75
0.7735849,0.2468354,0.63,0.1483871,0.1489362,0.0833333,0.0622837,0.9967221,0.7880299,0.245,0.6375839,0.625
0.6540881,0.2594937,0.55,0.2064516,0.1243863,0.3055556,0.1868512,0.995925,0.7855362,0.445,0.6644295,0.75
0.7735849,0.2468354,0.63,0.1483871,0.1489362,0.0833333,0.0622837,0.9967221,0.7880299,0.245,0.6375839,0.625
0.5031447,0.4240506,0.3,0.1290323,0.0981997,0.5277778,0.2145329,0.992139,0.8129676,0.28,0.6845638,0.75
0.6981132,0.2848101,0.73,0.2064516,0.1080196,0.0833333,0.0761246,0.9949287,0.7905237,0.33,0.7516779,0.75
0.6540881,0.2594937,0.55,0.2064516,0.1243863,0.3055556,0.1868512,0.995925,0.7855362,0.445,0.6644295,0.75
0.4402516,0.3924051,0.18,0.0967742,0.101473,0.0972222,0.1730104,0.9914416,0.7680798,0.3,0.6241611,0.625
0.7924528,0.1962025,0.72,0.1419355,0.1178396,0.0833333,0.100346,0.9950283,0.7182045,0.41,0.6577181,1
0.7484277,0.2531646,0.65,0.1387097,0.111293,0.0972222,0.0934256,0.995128,0.7630923,0.34,0.7583893,0.75
0.9811321,0.4335443,0.76,0.2387097,0.1636661,0.0833333,0.1487889,0.9995118,0.7356608,0.34,0.7516779,0.875
0.6289308,0.278481,0.49,0.1741935,0.1260229,0.1527778,0.0657439,0.9926372,0.8054863,0.315,0.7785235,0.875
0.3333333,0.3607595,0.01,0.1096774,0.0883797,0.0694444,0.0934256,0.9897478,0.8902743,0.42,0.8389262,0.875
0.5974843,0.4651899,0.1,0.1354839,0.1292962,0.0833333,0.1072664,0.9949287,0.8054863,0.28,0.6778523,0.75
0.7861635,0.2405063,0.6,0.1677419,0.1325696,0.4305556,0.2491349,0.995925,0.7730673,0.365,0.704698,0.625
0.5849057,0.3037975,0.29,0.1354839,0.207856,0.0833333,0.0553633,0.9931353,0.8029925,0.36,0.7516779,0.625
0.5408805,0.335443,0.22,0.1290323,0.1636661,0.0972222,0.0934256,0.9930357,0.798005,0.28,0.6845638,0.75
0.7484277,0.2468354,0.69,0.1806452,0.1554828,0.2361111,0.1211073,0.9957258,0.7730673,0.305,0.7248322,0.75
0.7484277,0.2468354,0.69,0.1806452,0.1554828,0.2361111,0.1211073,0.9957258,0.7730673,0.305,0.7248322,0.75
0.5283019,0.2341772,0.53,0.116129,0.6759411,0.125,0.0899654,0.9942313,0.7630923,0.53,0.6107383,0.75
0.427673,0.3544304,0.03,0.1096774,0.1374795,0.25,0.1211073,0.9931353,0.8578554,0.315,0.6711409,0.75
0.6540881,0.2088608,0.63,0.1806452,0.1374795,0.0694444,0.0761246,0.9961243,0.8129676,0.37,0.7516779,0.875
0.4402516,0.1455696,0.4,0.1032258,0.1031097,0.2916667,0.2318339,0.9915412,0.872818,0.315,0.7449664,0.625
0.7106918,0.3924051,0.67,0.3354839,0.1407529,0.0833333,0.0657439,0.995128,0.8029925,0.345,0.8993289,1
0.5597484,0.3734177,0.39,0.1483871,0.1554828,0.0694444,0.0761246,0.9949287,0.840399,0.29,0.6912752,0.625
0.5786164,0.3987342,0.21,0.1741935,0.1587561,0.4027778,0.2249135,0.995128,0.8179551,0.29,0.6442953,0.625
0.6540881,0.2088608,0.63,0.1806452,0.1374795,0.0694444,0.0761246,0.9961243,0.8129676,0.37,0.7516779,0.875
0.7295597,0.3670886,0.66,0.1419355,0.1211129,0.1388889,0.1626298,0.9971206,0.8104738,0.285,0.6040268,0.375
0.5786164,0.2721519,0.52,0.1483871,0.1358429,0.1944444,0.0795848,0.9939324,0.8354115,0.305,0.7583893,0.75
0.5220126,0.3892405,0.22,0.1677419,0.1423895,0.0833333,0.0657439,0.9945302,0.8129676,0.305,0.6241611,0.625
0.6918239,0.164557,0.68,0.1645161,0.1391162,0.1388889,0.0865052,0.9933346,0.7930175,0.305,0.7919463,0.625
0.509434,0.4177215,0.7,0.1419355,0.1603928,0.3472222,0.4463668,0.9935339,0.7680798,0.265,0.6040268,0.625
0.7232704,0.1993671,0.54,0.1354839,0.1374795,0.0694444,0.0519031,0.9950283,0.7431421,0.35,0.6174497,0.75
0.6289308,0.1835443,0.4,0.1870968,0.1603928,0.1388889,0.0899654,0.9969214,0.8678304,0.455,0.6510067,0.625
0.6477987,0.3164557,0.42,0.1290323,0.1129296,0.2916667,0.1764706,0.9945302,0.7880299,0.36,0.7718121,0.75
0.5534591,0.2911392,0.45,0.1677419,0.106383,0.0972222,0.0622837,0.9910431,0.8279302,0.395,0.9395973,0.75
0.7169811,0.2278481,0.69,0.1354839,0.1472995,0.0833333,0.0726644,0.9963236,0.7905237,0.31,0.6174497,0.75
0.5471698,0.5189873,0.02,0.0774194,0.1145663,0.5,0.16609,0.9915412,0.798005,0.29,0.6577181,0.625
0.8176101,0.2025316,0.65,0.1677419,0.1522095,0.2083333,0.1626298,0.995925,0.7605985,0.305,0.7114094,0.625
0.6037736,0.3417722,0.42,0.1548387,0.1325696,0.3472222,0.1799308,0.9933346,0.798005,0.355,0.7651007,0.75
0.7861635,0.2341772,0.55,0.1677419,0.1358429,0.3472222,0.2352941,0.9958254,0.7855362,0.41,0.6979866,0.75
0.6226415,0.221519,0.55,0.1354839,0.101473,0.0694444,0.0484429,0.9934342,0.8129676,0.395,0.7114094,0.625
0.6603774,0.1772152,0.51,0.1096774,0.1309329,0.1388889,0.083045,0.9945302,0.798005,0.445,0.6308725,0.75
0.6037736,0.4303797,0.24,0.1419355,0.1423895,0.0694444,0.0968858,0.995128,0.7830424,0.3,0.6845638,0.625
0.5849057,0.1708861,0.41,0.1290323,0.1489362,0.0833333,0.0553633,0.9943309,0.8179551,0.35,0.6510067,0.625
0.6540881,0.1518987,0.49,0.116129,0.1227496,0.0833333,0.0692042,0.994032,0.7930175,0.53,0.738255,0.75
0.6037736,0.4303797,0.24,0.1419355,0.1423895,0.0694444,0.0968858,0.995128,0.7830424,0.3,0.6845638,0.625
0.591195,0.4335443,0.11,0.1741935,0.1260229,0.0833333,0.1072664,0.9947294,0.7955112,0.35,0.6778523,0.75
0.6666667,0.1772152,0.39,1,0.1129296,0.0833333,0.0795848,0.998914,0.7780549,0.33,0.6174497,0.625
0.591195,0.1898734,0.56,0.1806452,0.1309329,0.0833333,0.0588235,0.9927368,0.7855362,0.46,0.7852349,1
0.6666667,0.2278481,0.59,0.1419355,0.2487725,0.0833333,0.0622837,0.9949287,0.7581047,0.525,0.6308725,0.625
0.6666667,0.2278481,0.6,0.1419355,0.2487725,0.0972222,0.0622837,0.9949287,0.7581047,0.53,0.6308725,0.625
0.6666667,0.278481,0.68,0.2645161,0.1865794,0.0833333,0.083045,0.9933346,0.7630923,0.33,0.8993289,0.75
0.6415094,0.4240506,0.39,0.1225806,0.0883797,0.0833333,0.0588235,0.9939324,0.7905237,0.235,0.6711409,0.625
0.6415094,0.4240506,0.39,0.1225806,0.0883797,0.0833333,0.0588235,0.9939324,0.7905237,0.235,0.6711409,0.625
0.6415094,0.4082278,0.36,0.116129,0.086743,0.0694444,0.0484429,0.9945302,0.7905237,0.21,0.6711409,0.75
0.7295597,0.2025316,0.55,0.1806452,0.1325696,0.4861111,0.2318339,0.9965228,0.8279302,0.46,0.7248322,0.875
0.5849057,0.2468354,0.4,0.1677419,0.1194763,0.1388889,0.0899654,0.9947294,0.8329177,0.375,0.6845638,0.75
0.5849057,0.4905063,0.27,0.1806452,0.1276596,0.3333333,0.1937716,0.9947294,0.8254364,0.335,0.7114094,0.75
0.5786164,0.2594937,0.5,0.1612903,0.0900164,0.1666667,0.0865052,0.9915412,0.8329177,0.395,0.8926174,0.875
0.5597484,0.2531646,0.51,0.1677419,0.0851064,0.1805556,0.0934256,0.9913419,0.8279302,0.45,0.8993289,0.875
0.5471698,0.4367089,0.31,0.1935484,0.1407529,0.3194444,0.2802768,0.9965228,0.8678304,0.37,0.7785235,0.75
0.408805,0.2468354,0.23,0.5354839,0.0834697,0.3888889,0.3148789,0.9915412,0.8578554,0.275,0.8120805,0.75
0.672956,0.221519,0.53,0.1677419,0.1145663,0.0694444,0.0553633,0.9935339,0.7855362,0.325,0.738255,1
0.490566,0.3291139,0.25,0.1225806,0.1325696,0.1944444,0.1314879,0.9947294,0.8553616,0.325,0.6040268,0.75
0.4528302,0.2151899,0.32,0.1612903,0.1472995,0.5972222,0.3910035,0.9929361,0.8279302,0.395,0.7449664,0.625
0.672956,0.221519,0.53,0.1677419,0.1145663,0.0694444,0.0553633,0.9935339,0.7855362,0.325,0.738255,1
0.5471698,0.4367089,0.31,0.1935484,0.1407529,0.3194444,0.2802768,0.9965228,0.8678304,0.37,0.7785235,0.75
0.490566,0.3291139,0.25,0.1225806,0.1325696,0.1944444,0.1314879,0.9947294,0.8553616,0.325,0.6040268,0.75
0.6540881,0.278481,0.73,0.4225806,0.1211129,0.5277778,0.2629758,0.9953272,0.7905237,0.425,0.8053691,0.875
0.6540881,0.278481,0.73,0.4225806,0.1211129,0.5277778,0.2629758,0.9953272,0.7905237,0.425,0.8053691,0.875
0.6603774,0.164557,0.47,0.1225806,0.1276596,0.0833333,0.083045,0.9939324,0.7930175,0.52,0.7315436,0.875
0.6603774,0.1518987,0.42,0.116129,0.1260229,0.0833333,0.0761246,0.9939324,0.8004988,0.525,0.7248322,0.875
0.6415094,0.3101266,0.63,0.1870968,0.1178396,0.1388889,0.0899654,0.9931353,0.7880299,0.39,0.8389262,0.875
0.6540881,0.1518987,0.46,0.116129,0.1227496,0.0833333,0.0726644,0.9939324,0.8104738,0.51,0.7248322,0.875
0.7044025,0.4240506,0.55,0.1483871,0.1374795,0.0833333,0.0449827,0.9963236,0.7905237,0.355,0.6375839,0.75
0.6289308,0.3734177,0.31,0.1419355,0.1472995,0.3611111,0.2145329,0.9957258,0.7930175,0.315,0.6845638,0.75
0.836478,0.1835443,0.75,0.1806452,0.1374795,0.3194444,0.1487889,0.9949287,0.7581047,0.34,0.7651007,0.875
0.7798742,0.2658228,0.49,0.2967742,0.1194763,0.2638889,0.1487889,0.9941317,0.7531172,0.305,0.6375839,0.625
0.6289308,0.3734177,0.31,0.1419355,0.1472995,0.3611111,0.2145329,0.9957258,0.7930175,0.315,0.6845638,0.75
0.672956,0.2531646,0.48,0.1354839,0.2045827,0.2083333,0.1695502,0.9943309,0.755611,0.405,0.6510067,0.75
0.6603774,0.3227848,0.64,0.1548387,0.1751227,0.0833333,0.0519031,0.9936335,0.7705736,0.33,0.7919463,0.875
0.6603774,0.3227848,0.64,0.1548387,0.1751227,0.0833333,0.0519031,0.9936335,0.7705736,0.33,0.7919463,0.875
0.5345912,0.414557,0.49,0.3935484,0.1996727,0.4722222,0.5224913,0.9973199,0.8254364,0.57,0.6241611,0.625
0.7861635,0.3797468,0.49,0.2774194,0.1636661,0.0694444,0.0484429,0.9973199,0.8104738,0.37,0.7986577,0.75
0.6540881,0.3860759,0.49,0.1354839,0.3273322,0.0694444,0.0553633,0.9957258,0.7880299,0.315,0.5637584,0.375
0.6855346,0.1329114,0.49,0.1806452,0.1440262,0.1527778,0.1107266,0.9935339,0.8029925,0.34,0.7852349,0.75
0.4591195,0.2310127,0.49,0.1612903,0.1440262,0.5416667,0.366782,0.9929361,0.8379052,0.39,0.738255,0.625
0.6163522,0.1582278,0.49,0.1741935,0.1440262,0.2083333,0.1141869,0.9945302,0.8528678,0.45,0.6711409,0.75
0.4779874,0.2594937,0.49,0.1290323,0.1440262,0.2222222,0.1487889,0.9943309,0.8678304,0.32,0.6107383,0.625
0.5157233,0.2468354,0.49,0.1483871,0.1620295,0.6527778,0.4602076,0.9942313,0.8428928,0.495,0.6577181,0.625
0.5849057,0.2531646,0.49,0.1612903,0.1391162,0.5277778,0.4913495,0.9941317,0.8029925,0.275,0.6308725,0.625
0.5786164,0.2721519,0.49,0.1548387,0.1407529,0.3194444,0.4013841,0.9939324,0.8054863,0.32,0.6375839,0.625
0.6540881,0.4050633,0.24,0.1806452,0.1718494,0.4027778,0.183391,0.9961243,0.80798,0.335,0.6644295,0.625
0.4591195,0.2310127,0.49,0.1612903,0.1440262,0.5416667,0.366782,0.9929361,0.8379052,0.39,0.738255,0.625
0.4402516,0.2405063,0.49,0.1612903,0.1587561,0.4583333,0.2941176,0.9925375,0.8453865,0.385,0.7651007,0.75
0.5157233,0.2658228,0.49,0.1677419,0.1374795,0.4444444,0.1903114,0.995128,0.8329177,0.375,0.5838926,0.75
0.6226415,0.3987342,0.24,0.1548387,0.1260229,0.0833333,0.1141869,0.9937331,0.7705736,0.285,0.6308725,0.625
0.572327,0.1392405,0.24,0.1354839,0.1276596,0.0138889,0.0968858,0.9953272,0.8503741,0.435,0.6912752,0.75
0.7484277,0.2405063,0.49,0.1741935,0.1603928,0.1666667,0.1453287,0.9967221,0.7880299,0.305,0.6912752,0.625
0.7484277,0.2405063,0.49,0.1741935,0.1603928,0.1666667,0.1453287,0.9967221,0.7880299,0.305,0.6912752,0.625
0.6477987,0.1708861,0.24,0.1354839,0.1178396,0.2083333,0.1141869,0.9919397,0.8029925,0.33,0.8590604,0.75
0.6289308,0.3037975,0.24,0.1741935,0.1669394,0.1805556,0.1107266,0.9963236,0.8179551,0.28,0.6711409,0.75
0.572327,0.1392405,0.24,0.1354839,0.1276596,0.0138889,0.0968858,0.9953272,0.8503741,0.435,0.6912752,0.75
0.6226415,0.3987342,0.24,0.1548387,0.1260229,0.0833333,0.1141869,0.9937331,0.7705736,0.285,0.6308725,0.625
0.509434,0.5221519,0.24,0.1354839,0.1374795,0.0694444,0.0449827,0.9935339,0.840399,0.385,0.7181208,0.75
0.8113208,0.221519,0.49,0.3741935,0.1080196,0.0694444,0.1211073,0.9977184,0.798005,0.33,0.8053691,0.875
0.7044025,0.3164557,0.74,0.3322581,0.1636661,0.0694444,0.0588235,0.995925,0.8029925,0.31,0.7516779,0.625
0.5786164,0.3734177,0.24,0.2129032,0.1653028,0.2777778,0.1626298,0.995128,0.8129676,0.335,0.6442953,0.625
0.5974843,0.2911392,0.49,0.4064516,0.1047463,0.0694444,0.0588235,0.995128,0.8004988,0.365,0.738255,0.75
0.5849057,0.4525316,0.24,0.1354839,0.1145663,0.0694444,0.0692042,0.9929361,0.7780549,0.295,0.6644295,0.625
0.7044025,0.4177215,0.24,0.1612903,0.1391162,0.2222222,0.183391,0.9956261,0.7630923,0.36,0.738255,0.75
0.8993711,0.1962025,0.74,0.116129,0.1227496,0.0833333,0.0519031,0.9971206,0.713217,0.395,0.5637584,0.75
0.572327,0.2974684,0.49,0.1677419,0.1538462,0.5277778,0.366782,0.9945302,0.7680798,0.295,0.6107383,0.625
0.4716981,0.3481013,0.24,0.1290323,0.1276596,0.1388889,0.0968858,0.9946298,0.8603491,0.39,0.6375839,0.75
0.6666667,0.1962025,0.49,0.1612903,0.1096563,0.0833333,0.0726644,0.9950283,0.8129676,0.43,0.7181208,0.75
0.7798742,0.221519,0.49,0.1677419,0.1292962,0.375,0.2387543,0.9957258,0.7780549,0.375,0.6979866,0.75
0.5660377,0.335443,0.49,0.1225806,0.2798691,0.0833333,0.0865052,0.9938328,0.8154613,0.305,0.6308725,0.75
0.427673,0.3227848,0.01,0.1354839,0.1211129,0.125,0.0865052,0.992139,0.8304239,0.28,0.6375839,0.75
0.591195,0.2721519,0.24,0.1806452,0.1505728,0.1944444,0.1557093,0.9943309,0.7955112,0.365,0.6711409,0.75
0.5974843,0.2911392,0.24,0.1741935,0.1505728,0.1944444,0.1522491,0.9943309,0.7780549,0.37,0.6711409,0.75
0.3144654,0.6582278,0.24,0.1032258,0.0818331,0.4444444,0.3321799,0.9897478,0.9326683,0.31,0.7718121,0.625
0.9748428,0.4082278,0.49,0.2709677,0.1554828,0.1388889,0.0795848,0.999462,0.7281796,0.37,0.7449664,0.625
0.9748428,0.4082278,0.49,0.2709677,0.1554828,0.1388889,0.0795848,0.999462,0.7281796,0.37,0.7449664,0.625
0.6855346,0.335443,0.49,0.2967742,0.193126,0.1388889,0.0588235,0.9965228,0.765586,0.28,0.7852349,0.75
0.9811321,0.4082278,0.49,0.2709677,0.1554828,0.1388889,0.0795848,0.999462,0.7281796,0.37,0.7449664,0.625
0.6855346,0.335443,0.49,0.2967742,0.193126,0.1388889,0.0588235,0.9965228,0.765586,0.28,0.7852349,0.75
0.8176101,0.2974684,0.49,0.2774194,0.1391162,0.0833333,0.1626298,0.9984158,0.8229426,0.34,0.852349,0.75
0.7987421,0.3797468,0.49,0.1806452,0.1227496,0.0694444,0.0657439,0.9957258,0.7830424,0.285,0.7651007,0.625
0.5660377,0.278481,0.49,0.1548387,0.1276596,0.3611111,0.4186851,0.9941317,0.8054863,0.29,0.6174497,0.625
0.5660377,0.3417722,0.49,0.1870968,0.1538462,0.5694444,0.3806228,0.9945302,0.7680798,0.305,0.6174497,0.625
0.4779874,0.1835443,0.49,0.1741935,0.1505728,0.3472222,0.2076125,0.9934342,0.8254364,0.305,0.6778523,0.75
0.8176101,0.2974684,0.49,0.2774194,0.1391162,0.0833333,0.1626298,0.9984158,0.8229426,0.34,0.852349,0.75
0.7987421,0.3797468,0.49,0.1806452,0.1227496,0.0694444,0.0657439,0.9957258,0.7830424,0.285,0.7651007,0.625
0.5471698,0.443038,0.24,0.1612903,0.3698854,0.0694444,0.0519031,0.9954269,0.8279302,0.3,0.6040268,0.75
0.5471698,0.443038,0.24,0.1612903,0.3698854,0.0694444,0.0519031,0.9954269,0.8279302,0.3,0.6040268,0.75
0.6163522,0.3164557,0.49,0.1677419,0.4091653,0.0694444,0.0692042,0.9953272,0.8254364,0.395,0.7181208,0.75
0.3899371,0.2278481,0.24,0.1419355,0.1554828,0.2638889,0.1453287,0.9909434,0.8902743,0.285,0.7852349,0.75
0.7232704,0.221519,0.49,0.2129032,0.1145663,0.1388889,0.1280277,0.9966225,0.8279302,0.455,0.738255,0.75
0.3899371,0.2278481,0.24,0.1419355,0.1554828,0.2638889,0.1453287,0.9909434,0.8902743,0.285,0.7852349,0.75
0.6415094,0.1518987,0.49,0.1548387,0.1227496,0.1388889,0.0968858,0.9941317,0.7830424,0.305,0.6979866,0.625
0.6603774,0.3734177,0.49,0.1354839,0.1145663,0.1944444,0.1626298,0.9954269,0.8229426,0.28,0.6442953,0.5
0.6666667,0.2151899,0.49,0.2064516,0.1276596,0.2777778,0.2698962,0.9955265,0.7955112,0.35,0.6711409,0.75
0.7735849,0.1708861,0.49,0.2,0.1292962,0.3888889,0.1591696,0.9956261,0.798005,0.4,0.6845638,0.75
0.6226415,0.3164557,0.24,0.1483871,0.1685761,0.0833333,0.0484429,0.9941317,0.8329177,0.26,0.6711409,0.5
0.5534591,0.278481,0.49,0.1806452,0.1358429,0.25,0.384083,0.9945302,0.8229426,0.3,0.6375839,0.625
0.5534591,0.2974684,0.49,0.1870968,0.1391162,0.2361111,0.3806228,0.9945302,0.8204489,0.3,0.6577181,0.625
0.6666667,0.1962025,0.49,0.1419355,0.1031097,0.25,0.1384083,0.9939324,0.7830424,0.255,0.6577181,0.75
0.7735849,0.3164557,0.49,0.1419355,0.1456628,0.0694444,0.0484429,0.9965228,0.7955112,0.22,0.6442953,0.625
0.7735849,0.3164557,0.49,0.1419355,0.1456628,0.0694444,0.0484429,0.9965228,0.7955112,0.22,0.6442953,0.625
0.7358491,0.3101266,0.49,0.1419355,0.1358429,0.0694444,0.0519031,0.9963236,0.7955112,0.215,0.6174497,0.625
0.754717,0.1772152,0.49,0.1225806,0.1211129,0.1388889,0.0726644,0.9939324,0.7431421,0.33,0.6644295,0.875
0.7421384,0.2088608,0.49,0.2193548,0.1522095,0.75,0.2768166,0.9965228,0.8229426,0.38,0.7181208,0.875
0.4779874,0.3227848,0.24,0.1548387,0.1489362,0.1111111,0.1314879,0.9943309,0.8653367,0.33,0.6442953,0.75
0.6981132,0.1962025,0.49,0.1741935,0.1538462,0.2222222,0.1626298,0.9949287,0.7780549,0.51,0.7114094,0.875
0.4591195,0.4620253,0.24,0.1225806,0.1767594,0.25,0.3529412,0.9930357,0.8129676,0.295,0.6241611,0.625
0.3144654,0.2658228,0.24,0.1290323,0.0981997,0.2638889,0.1730104,0.9880541,0.9276808,0.37,0.9395973,1
0.6415094,0.1835443,0.49,0.1677419,0.096563,0.0694444,0.0449827,0.9939324,0.7605985,0.37,0.704698,0.875
0.5660377,0.2848101,0.49,0.1677419,0.1374795,0.2916667,0.2595156,0.9950283,0.8354115,0.285,0.6510067,0.625
0.4150943,0.2468354,0.49,0.1096774,0.1145663,0.3194444,0.5155709,0.9885522,0.7780549,0.25,0.7718121,0.75
0.5660377,0.2848101,0.49,0.1677419,0.1374795,0.2916667,0.2595156,0.9950283,0.8354115,0.285,0.6510067,0.625
0.6226415,0.3101266,0.58,0.2258065,0.1538462,0.125,0.1487889,0.9967221,0.8204489,0.29,0.6040268,0.625
0.4968553,0.4556962,0.17,0.1677419,0.1571195,0.2777778,0.1314879,0.9941317,0.8478803,0.265,0.6375839,0.625
0.5597484,0.3765823,0.41,0.5096774,0.1407529,0.4166667,0.3771626,0.9961243,0.8154613,0.285,0.6241611,0.625
0.7798742,0.2531646,0.51,0.1290323,0.096563,0.0833333,0.083045,0.9957258,0.7581047,0.3,0.6241611,0.75
0.7484277,0.3670886,0.58,0.1225806,0.1162029,0.0694444,0.0622837,0.9943309,0.7705736,0.315,0.6711409,0.75
0.5345912,0.3702532,0.18,0.1354839,0.1276596,0.0694444,0.1038062,0.9930357,0.798005,0.24,0.6577181,0.75
0.7987421,0.3734177,0.45,0.1483871,0.1342062,0.1527778,0.0761246,0.9963236,0.7481297,0.35,0.6241611,0.75
0.5157233,0.5791139,0.27,0.1354839,0.1440262,0.0972222,0.0795848,0.9925375,0.8129676,0.235,0.6711409,0.5
0.8301887,0.2911392,0.52,0.1419355,0.1162029,0.1666667,0.1211073,0.9969214,0.7730673,0.28,0.6040268,0.75
0.4842767,0.528481,0,0.1677419,0.1325696,0.0833333,0.0484429,0.9938328,0.8229426,0.26,0.6241611,0.625
0.8301887,0.2911392,0.52,0.1419355,0.1162029,0.1666667,0.1211073,0.9969214,0.7730673,0.28,0.6040268,0.75
0.5220126,0.3670886,0.13,0.1870968,0.1571195,0.1944444,0.2179931,0.9947294,0.7905237,0.31,0.6107383,0.75
0.5220126,0.3797468,0.13,0.1677419,0.1391162,0.0833333,0.083045,0.9947294,0.8254364,0.295,0.6174497,0.75
0.591195,0.2594937,0.48,0.2967742,0.1178396,0.1388889,0.0692042,0.9936335,0.8329177,0.395,0.8187919,0.875
0.5534591,0.3037975,0.41,0.2129032,0.1505728,0.3611111,0.1799308,0.9945302,0.8254364,0.265,0.704698,0.75
0.6352201,0.4113924,0.37,0.3290323,0.1800327,0.1527778,0.2249135,0.998914,0.8279302,0.32,0.6979866,0.75
0.3962264,0.2278481,0.19,0.2064516,0.1227496,0.2083333,0.1349481,0.9919397,0.8877805,0.26,0.852349,0.75
0.5534591,0.1518987,0.54,0.1612903,0.1358429,0.3472222,0.1972318,0.9946298,0.8453865,0.27,0.6174497,0.625
0.8301887,0.2405063,0.55,0.1741935,0.1325696,0.0694444,0.0553633,0.9969214,0.7431421,0.27,0.6308725,0.625
0.4716981,0.4050633,0,0.1548387,0.1260229,0.25,0.100346,0.9928364,0.8279302,0.3,0.6711409,0.75
0.5157233,0.2468354,0.38,0.0967742,0.0949264,0.1388889,0.100346,0.9925375,0.8129676,0.37,0.6577181,0.625
0.5786164,0.4778481,0.18,0.1419355,0.2422259,0.1388889,0.3564014,0.993235,0.7157107,0.68,0.6845638,0.75
0.6037736,0.3797468,0.5,0.1483871,0.1292962,0.3888889,0.2456747,0.9960247,0.872818,0.285,0.6510067,0.625
0.6037736,0.3797468,0.5,0.1483871,0.1292962,0.3888889,0.2456747,0.9960247,0.872818,0.285,0.6510067,0.625
0.7232704,0.1962025,0.51,0.1419355,0.1292962,0.1944444,0.0968858,0.9945302,0.755611,0.465,0.6577181,0.75
0.7169811,0.2911392,0.5,0.1741935,0.1996727,0.0555556,0.0588235,0.9969214,0.7805486,0.35,0.6845638,0.625
0.7106918,0.2341772,0.41,0.1483871,0.1440262,0.0833333,0.0553633,0.995128,0.7705736,0.4,0.6241611,0.625
0.5220126,0.3417722,0.24,0.2193548,0.1243863,0.2222222,0.3875433,0.9939324,0.8154613,0.305,0.6308725,0.625
0.5157233,0.3544304,0.23,0.2193548,0.1276596,0.1944444,0.3598616,0.9939324,0.8179551,0.31,0.6308725,0.625
0.6289308,0.3670886,0.22,0.1225806,0.1309329,0.125,0.1107266,0.9937331,0.7805486,0.275,0.6375839,0.625
0.4968553,0.3227848,0.25,0.1870968,0.1260229,0.2916667,0.1557093,0.9937331,0.8703242,0.48,0.8120805,0.75
0.427673,0.4367089,0,0.3612903,0.202946,0.2916667,0.200692,0.9960247,0.8628429,0.36,0.6845638,0.625
0.427673,0.4367089,0,0.3612903,0.202946,0.2916667,0.200692,0.9960247,0.8628429,0.36,0.6845638,0.625
0.5534591,0.3797468,0.29,0.1419355,0.1603928,0.0694444,0.0519031,0.995128,0.8379052,0.245,0.6107383,0.625
0.5534591,0.3797468,0.29,0.1419355,0.1603928,0.0694444,0.0519031,0.995128,0.8379052,0.245,0.6107383,0.625
0.5471698,0.3417722,0.26,0.1612903,0.1587561,0.0972222,0.1072664,0.9939324,0.8154613,0.3,0.6241611,0.75
0.4779874,0.4335443,0.23,0.1483871,0.1816694,0.2777778,0.2906574,0.9927368,0.8004988,0.305,0.6241611,0.625
0.5471698,0.3417722,0.26,0.1612903,0.1587561,0.0972222,0.1072664,0.9939324,0.8154613,0.3,0.6241611,0.75
0.6540881,0.1772152,0.54,0.1741935,0.1718494,0.0694444,0.0657439,0.995128,0.8104738,0.315,0.6375839,0.625
0.4779874,0.2594937,0.14,0.1935484,0.1423895,0.2916667,0.1487889,0.9927368,0.8279302,0.285,0.704698,0.75
0.6352201,0.5917722,0.22,0.2193548,0.1718494,0.1527778,0.2975779,0.9973199,0.8553616,0.32,0.7583893,0.5
0.4968553,0.221519,0.21,0.1225806,0.1194763,0.6388889,0.3529412,0.9927368,0.8154613,0.29,0.6375839,0.625
0.5471698,0.5316456,0,0.0903226,0.106383,0.3333333,0.1141869,0.9917405,0.8154613,0.275,0.6510067,0.625
0.6037736,0.556962,0.28,0.1548387,0.1407529,0.4166667,0.5086505,0.9942313,0.80798,0.265,0.6308725,0.625
0.5974843,0.5601266,0.27,0.1483871,0.1374795,0.4305556,0.5017301,0.9941317,0.80798,0.265,0.6308725,0.625
0.4842767,0.5791139,0.12,0.1419355,0.2340426,0.0972222,0.0795848,0.9927368,0.8354115,0.325,0.6845638,0.875
0.5597484,0.1835443,0.35,0.1225806,0.1096563,0.3472222,0.1972318,0.9933346,0.7930175,0.68,0.6912752,0.75
0.6226415,0.3417722,0.45,0.1483871,0.1162029,0.2222222,0.1384083,0.9954269,0.8453865,0.31,0.6308725,0.625
0.5974843,0.3734177,0.44,0.1483871,0.1162029,0.2916667,0.2352941,0.9955265,0.8628429,0.315,0.6375839,0.625
